Year,Month,Region,Org Code,Org Name,R1r,R1n,R2r,R2n,M4b,M4n,K4b,K4n,K1n,K1m,K150,K190,R3s,R3n,R4s,R4n,R5b,R5n,R0n,R6s,R6n,R7s,R7n,SQU03_5_1_1,SQU03_5_1_2,SQU03_5_2_1,SQU03_5_2_2,SQU03_6_1_1,SQU03_6_1_2,M1n,M3n,M3m,M390,K2n,K2m,K250,K290,K3n,K3m,K350,K390,P1b,P1n
2022,10,Y63,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,83,350,23,48,123,203,.,.,431,108.2,93,179,.,.,.,.,66,116,916,28,329,8,42,.,.,.,.,.,.,67,63,159.9365079,233,495,93.6,40,268,55,57.5,44,105,.,.
2022,10,Y60,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,60,255,10,37,73,88,.,.,373,129.6,103,210,.,.,.,.,79,82,684,20,252,2,36,.,.,.,.,.,.,126,78,171.8974359,245.5,387,115.4,51,323,43,63.8,63,108,.,.
2022,10,Y60,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,101,342,32,53,153,203,.,.,419,127.7,95,206,.,.,.,.,83,131,893,26,333,14,51,.,.,.,.,.,.,139,114,154.8421053,243.1,504,118,42,328,39,63.4,55,106,.,.
2022,10,Y61,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,60,312,15,44,92,95,.,.,478,135.8,104,243,.,.,.,.,53,55,993,15,312,6,44,.,.,.,.,.,.,102,86,186.4069767,267.5,495,85.2,38,219,66,56.7,53.5,88,.,.
2022,10,Y59,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,67,214,17,32,103,130,.,.,401,102.8,83,149,.,.,.,.,72,87,710,23,212,8,32,.,.,.,.,.,.,116,101,159.5445545,228,406,66.3,34,170,61,62.1,57,97,.,.
2022,10,Y59,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,49,224,16,30,119,190,.,.,329,108.7,86,183,.,.,.,.,53,69,404,22,221,13,30,.,.,.,.,.,.,89,67,139.5671642,205.6,351,83,32,231,62,55.5,44,103,.,.
2022,10,Y58,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,71,261,25,46,162,216,.,.,544,134.3,103,232,.,.,.,.,64,97,824,19,260,12,44,.,.,.,.,.,.,112,95,201.1684211,327.2,546,85.8,25,264,55,57.6,54,93,.,.
2022,11,ENG,ENG,ENGLAND,834,2991,218,450,.,.,8765,9022,4342,107.5288807,89.30032243,175.046292,.,.,.,.,.,.,8440,228,2941,106,426,.,.,.,.,.,.,1069,862,153.2598608,213.1403712,4855,88.79435633,34.23110196,241.4725026,623,58.27223114,50.84911717,102.0642055,.,.
2022,11,North East and Yorkshire,Y63,North East and Yorkshire,138,569,35,74,.,.,1406,1468,716,105.6444134,88.22765363,173.9050279,.,.,.,.,.,.,1474,40,559,15,71,.,.,.,.,.,.,103,88,144.5681818,185.6454545,758,98.2621372,34.63984169,289.2124011,88,57.71477273,47.44318182,109.5909091,.,.
2022,11,North West,Y62,North West,105,358,18,52,.,.,1048,1076,514,101.9,84.5,165,.,.,.,.,.,.,1197,15,356,8,52,.,.,.,.,.,.,170,113,170.1327434,231.8,662,79.2,32,212,74,60.2,51,110,.,.
2022,11,Midlands,Y60,Midlands,175,572,45,90,.,.,2300,2366,921,111.204126,90.92942454,187.3941368,.,.,.,.,.,.,1577,46,559,20,83,.,.,.,.,.,.,284,214,149.1121495,206.782243,953,111.3073452,44.73242392,291.2591815,115,61.79565217,55.2173913,98.56521739,.,.
2022,11,East of England,Y61,East of England,78,298,21,45,.,.,488,488,471,113.1,93,183,.,.,.,.,.,.,1043,25,294,13,44,.,.,.,.,.,.,110,92,161.5652174,232.9,481,94,41,244,56,52.5,45.5,97,.,.
2022,11,London,Y56,London,119,411,26,56,.,.,994,1028,353,106.2,91,181,.,.,.,.,.,.,1079,29,398,10,50,.,.,.,.,.,.,83,75,156.5333333,217.2,599,79.6,30,209,69,52.1,44,95,.,.
2022,11,South East,Y59,South East,131,463,42,73,.,.,1665,1726,801,98.58089888,82.0411985,153.9812734,.,.,.,.,.,.,1163,41,460,20,70,.,.,.,.,.,.,216,192,145.8645833,208.015625,826,70.05569007,30.48668281,188.3401937,157,58.46942675,52.7133758,102.0127389,.,.
2022,11,South West,Y58,South West,88,320,31,60,.,.,864,870,566,117.9,98.5,185,.,.,.,.,.,.,907,32,315,20,56,.,.,.,.,.,.,103,88,155.0340909,219.2,576,82.2,23,238,64,61.7,55,101,.,.
2022,11,Y59,R1F,ISLE OF WIGHT NHS TRUST,2,8,1,2,.,.,44,46,24,86.9,80.5,116,.,.,.,.,.,.,23,1,7,1,2,.,.,.,.,.,.,4,4,253.75,331.1,25,43.9,24,124,8,52.4,58,82,.,.
2022,11,Y56,RRU,LONDON AMBULANCE SERVICE NHS TRUST,119,411,26,56,.,.,994,1028,353,106.2,91,181,.,.,.,.,.,.,1079,29,398,10,50,.,.,.,.,.,.,83,75,156.5333333,217.2,599,79.6,30,209,69,52.1,44,95,.,.
2022,11,Y63,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,54,219,14,26,.,.,380,386,293,100.8,90,155,.,.,.,.,.,.,519,17,220,9,26,.,.,.,.,.,.,38,32,141.65625,178.9,283,79.4,29,256,45,51.9,45,92,.,.
2022,11,Y62,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,105,358,18,52,.,.,1048,1076,514,101.9,84.5,165,.,.,.,.,.,.,1197,15,356,8,52,.,.,.,.,.,.,170,113,170.1327434,231.8,662,79.2,32,212,74,60.2,51,110,.,.
2022,11,Y63,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,84,350,21,48,.,.,1026,1082,423,109,87,187,.,.,.,.,.,.,955,23,339,6,45,.,.,.,.,.,.,65,56,146.2321429,189.5,475,109.5,38,309,43,63.8,50,128,.,.
2022,11,Y60,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,74,244,19,36,.,.,790,806,454,114.5,96,195,.,.,.,.,.,.,665,13,236,6,32,.,.,.,.,.,.,143,93,148.6666667,207.8,451,115.1,50,296,65,62.1,60,89,.,.
2022,11,Y60,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,101,328,26,54,.,.,1510,1560,467,108,86,180,.,.,.,.,.,.,912,33,323,14,51,.,.,.,.,.,.,141,121,149.4545455,206,502,107.9,40,287,50,61.4,49,111,.,.
2022,11,Y61,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,78,298,21,45,.,.,488,488,471,113.1,93,183,.,.,.,.,.,.,1043,25,294,13,44,.,.,.,.,.,.,110,92,161.5652174,232.9,481,94,41,244,56,52.5,45.5,97,.,.
2022,11,Y59,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,74,259,27,47,.,.,991,1039,423,104.5,83,167,.,.,.,.,.,.,737,23,257,11,44,.,.,.,.,.,.,120,106,149.2169811,210.5,433,58.1,30,149,66,64.7,58,112,.,.
2022,11,Y59,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,55,196,14,24,.,.,630,641,354,92.3,81,141,.,.,.,.,.,.,403,17,196,8,24,.,.,.,.,.,.,92,82,136.2682927,198.8,368,85.9,31.5,239,83,54.1,48,96,.,.
2022,11,Y58,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,88,320,31,60,.,.,864,870,566,117.9,98.5,185,.,.,.,.,.,.,907,32,315,20,56,.,.,.,.,.,.,103,88,155.0340909,219.2,576,82.2,23,238,64,61.7,55,101,.,.
2022,12,ENG,ENG,ENGLAND,993,4220,180,455,.,.,.,.,3977,145.1363088,105.7975861,264.2780991,.,.,.,.,.,.,11988,219,4173,86,443,.,.,.,.,.,.,922,739,174.8294993,264.1410014,4328,91.51621996,35.25115527,249.4926063,495,58.14909091,50.95959596,97.75151515,.,.
2022,12,North East and Yorkshire,Y63,North East and Yorkshire,163,761,33,78,.,.,.,.,623,123.6990369,98.59711075,222.8057785,.,.,.,.,.,.,2032,33,748,12,73,.,.,.,.,.,.,115,97,168.8247423,247.5092784,684,98.05789474,39.63011696,297.4210526,88,57.44545455,49.13636364,101.8181818,.,.
2022,12,North West,Y62,North West,128,451,15,43,.,.,.,.,533,118.7,98,202,.,.,.,.,.,.,1670,22,446,6,43,.,.,.,.,.,.,145,114,173.4824561,243.4,593,75.3,29,172,68,56.5,51,92,.,.
2022,12,Midlands,Y60,Midlands,225,900,38,97,.,.,.,.,802,163.2254364,106.6683292,307.1720698,.,.,.,.,.,.,2392,45,892,19,94,.,.,.,.,.,.,241,165,175.3939394,292.5854545,849,114.558775,45.18492344,306.9411072,95,64.49052632,56.67368421,106.0947368,.,.
2022,12,East of England,Y61,East of England,91,444,19,54,.,.,.,.,461,155.4,109,305,.,.,.,.,.,.,1407,20,440,14,53,.,.,.,.,.,.,77,61,184.3114754,279,434,100.9,41.5,257,51,58.2,56,87,.,.
2022,12,London,Y56,London,123,570,19,53,.,.,.,.,348,116.1,94.5,200,.,.,.,.,.,.,1511,26,564,6,52,.,.,.,.,.,.,64,59,168.2033898,250.2,565,81.6,32,218,59,49.2,40,89,.,.
2022,12,South East,Y59,South East,154,671,32,76,.,.,.,.,730,122.4417808,94.59452055,191.3465753,.,.,.,.,.,.,1670,49,662,19,74,.,.,.,.,.,.,200,181,161.1270718,228.9093923,728,75.05865385,29.47802198,199.9945055,100,56.654,48.1,98,.,.
2022,12,South West,Y58,South West,109,423,24,54,.,.,.,.,480,217.8,144.5,434,.,.,.,.,.,.,1306,24,421,10,54,.,.,.,.,.,.,80,62,222.1774194,354.1,475,89.6,26,281,34,65.4,59.5,106,.,.
2022,12,Y59,R1F,ISLE OF WIGHT NHS TRUST,1,14,0,0,.,.,.,.,16,100.4,82,164,.,.,.,.,.,.,33,1,14,0,0,.,.,.,.,.,.,0,0,.,.,15,133.1,32,517,.,.,.,.,.,.
2022,12,Y56,RRU,LONDON AMBULANCE SERVICE NHS TRUST,123,570,19,53,.,.,.,.,348,116.1,94.5,200,.,.,.,.,.,.,1511,26,564,6,52,.,.,.,.,.,.,64,59,168.2033898,250.2,565,81.6,32,218,59,49.2,40,89,.,.
2022,12,Y63,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,54,276,11,24,.,.,.,.,248,124,99.5,221,.,.,.,.,.,.,713,13,274,7,25,.,.,.,.,.,.,38,33,164.3333333,238.8,238,82.8,38,227,32,54.9,45,98,.,.
2022,12,Y62,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,128,451,15,43,.,.,.,.,533,118.7,98,202,.,.,.,.,.,.,1670,22,446,6,43,.,.,.,.,.,.,145,114,173.4824561,243.4,593,75.3,29,172,68,56.5,51,92,.,.
2022,12,Y63,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,109,485,22,54,.,.,.,.,375,123.5,98,224,.,.,.,.,.,.,1319,20,474,5,48,.,.,.,.,.,.,77,64,171.140625,252,446,106.2,40.5,335,56,58.9,51.5,104,.,.
2022,12,Y60,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,85,373,9,38,.,.,.,.,382,170.4,114,331,.,.,.,.,.,.,959,16,373,2,38,.,.,.,.,.,.,120,69,179.7536232,293.4,371,111.8,48,303,53,64.8,58,103,.,.
2022,12,Y60,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,140,527,29,59,.,.,.,.,420,156.7,100,285.5,.,.,.,.,.,.,1433,29,519,17,56,.,.,.,.,.,.,121,96,172.2604167,292,478,116.7,43,310,42,64.1,55,110,.,.
2022,12,Y61,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,91,444,19,54,.,.,.,.,461,155.4,109,305,.,.,.,.,.,.,1407,20,440,14,53,.,.,.,.,.,.,77,61,184.3114754,279,434,100.9,41.5,257,51,58.2,56,87,.,.
2022,12,Y59,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,80,339,18,42,.,.,.,.,401,120.7,94,181,.,.,.,.,.,.,1071,25,338,11,41,.,.,.,.,.,.,101,94,165.3617021,227.9,407,67.4,32,165,46,64.7,53.5,125,.,.
2022,12,Y59,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,73,318,14,34,.,.,.,.,313,125.8,96,206,.,.,.,.,.,.,566,23,310,8,33,.,.,.,.,.,.,99,87,156.5517241,230,306,82.4,26,231,54,49.8,43.5,75,.,.
2022,12,Y58,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,109,423,24,54,.,.,.,.,480,217.8,144.5,434,.,.,.,.,.,.,1306,24,421,10,54,.,.,.,.,.,.,80,62,222.1774194,354.1,475,89.6,26,281,34,65.4,59.5,106,.,.
2023,1,ENG,ENG,ENGLAND,905,3308,231,446,1244,1694,.,.,4568,91.47946585,79.29312609,139.3754378,.,.,.,.,893,1174,9832,287,3263,117,432,.,.,.,.,.,.,1133,927,144.7713053,200.6617044,5119,77.19576089,33.07130299,201.5167025,683,58.03030747,50.28696925,97.13762811,.,.
2023,1,North East and Yorkshire,Y63,North East and Yorkshire,159,571,46,74,221,307,.,.,719,84.05438108,75.23922114,128.7607789,.,.,.,.,131,197,1713,43,556,17,68,.,.,.,.,.,.,127,114,130.0964912,180.9263158,820,81.0897561,32,212.8878049,120,54.86333333,46.85833333,96.71666667,.,.
2023,1,North West,Y62,North West,121,378,34,58,111,181,.,.,561,84.1,76,127,.,.,.,.,102,145,1310,24,371,11,57,.,.,.,.,.,.,164,138,149.4855072,198.8,677,68.2,30,155,84,51.2,49.5,75,.,.
2023,1,Midlands,Y60,Midlands,184,702,45,102,275,359,.,.,980,94.845,80.35,144.7857143,.,.,.,.,218,270,1902,58,697,24,101,.,.,.,.,.,.,301,223,145.7982063,209.9524664,1039,89.98325313,41.34841193,223.8180943,108,62.16666667,54.44444444,108.6111111,.,.
2023,1,East of England,Y61,East of England,101,378,23,46,114,120,.,.,584,102.8,85.5,163,.,.,.,.,91,93,1255,28,376,12,46,.,.,.,.,.,.,123,104,162.7980769,214.8,595,90.5,42,237,98,58.3,50.5,91,.,.
2023,1,London,Y56,London,141,444,27,54,129,181,.,.,324,79.9,72,119,.,.,.,.,143,183,1233,54,436,19,51,.,.,.,.,.,.,91,78,145.2435897,189.6,566,65.3,29,185,78,52.5,40,93,.,.
2023,1,South East,Y59,South East,125,499,34,61,226,323,.,.,807,86.68810409,75.21437423,126.7942999,.,.,.,.,134,180,1348,50,492,20,58,.,.,.,.,.,.,214,179,135.575419,187.3240223,834,65.15035971,31.20983213,163.3057554,128,60.98359375,51.53125,107.578125,.,.
2023,1,South West,Y58,South West,74,336,22,51,168,223,.,.,593,103.6,89,160,.,.,.,.,74,106,1071,30,335,14,51,.,.,.,.,.,.,113,91,150.5714286,225,588,74.6,21,234,67,66,60,101,.,.
2023,1,Y59,R1F,ISLE OF WIGHT NHS TRUST,0,10,0,0,3,5,.,.,19,95,65,163,.,.,.,.,2,2,34,0,10,0,0,.,.,.,.,.,.,1,1,237,237,20,78.2,20.5,173,.,.,.,.,.,.
2023,1,Y56,RRU,LONDON AMBULANCE SERVICE NHS TRUST,141,444,27,54,129,181,.,.,324,79.9,72,119,.,.,.,.,143,183,1233,54,436,19,51,.,.,.,.,.,.,91,78,145.2435897,189.6,566,65.3,29,185,78,52.5,40,93,.,.
2023,1,Y63,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,60,214,22,34,59,66,.,.,297,84.7,77,127,.,.,.,.,56,85,625,19,213,11,34,.,.,.,.,.,.,50,44,119.7045455,171.9,296,77,32,218,58,49.8,43.5,90,.,.
2023,1,Y62,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,121,378,34,58,111,181,.,.,561,84.1,76,127,.,.,.,.,102,145,1310,24,371,11,57,.,.,.,.,.,.,164,138,149.4855072,198.8,677,68.2,30,155,84,51.2,49.5,75,.,.
2023,1,Y63,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,99,357,24,40,162,241,.,.,422,83.6,74,130,.,.,.,.,75,112,1088,24,343,6,34,.,.,.,.,.,.,77,70,136.6285714,186.6,524,83.4,32,210,62,59.6,50,103,.,.
2023,1,Y60,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,95,327,24,46,97,118,.,.,469,97.4,84,150,.,.,.,.,129,134,843,34,325,13,46,.,.,.,.,.,.,146,94,152,216.2,488,92.9,44,227,48,63,55,125,.,.
2023,1,Y60,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,89,375,21,56,178,241,.,.,511,92.5,77,140,.,.,.,.,89,136,1059,24,372,11,55,.,.,.,.,.,.,155,129,141.2790698,205.4,551,87.4,39,221,60,61.5,54,95.5,.,.
2023,1,Y61,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,101,378,23,46,114,120,.,.,584,102.8,85.5,163,.,.,.,.,91,93,1255,28,376,12,46,.,.,.,.,.,.,123,104,162.7980769,214.8,595,90.5,42,237,98,58.3,50.5,91,.,.
2023,1,Y59,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,67,251,22,37,107,140,.,.,425,88.1,75,125,.,.,.,.,78,106,821,31,249,15,36,.,.,.,.,.,.,115,96,148.9375,211,429,60.1,31,138,61,71.4,62,117,.,.
2023,1,Y59,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,58,238,12,24,116,178,.,.,363,84.6,76,127,.,.,.,.,54,72,493,19,233,5,22,.,.,.,.,.,.,98,82,118.695122,159,385,70.1,32,191,67,51.5,42,99,.,.
2023,1,Y58,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,74,336,22,51,168,223,.,.,593,103.6,89,160,.,.,.,.,74,106,1071,30,335,14,51,.,.,.,.,.,.,113,91,150.5714286,225,588,74.6,21,234,67,66,60,101,.,.
2023,2,ENG,ENG,ENGLAND,719,2620,194,384,.,.,8170,8416,4073,92.15119077,79.85023324,144.2079548,.,.,.,.,.,.,7682,222,2575,97,372,.,.,.,.,.,.,979,798,144.9611529,202.1218045,4484,78.93557092,34.04884032,210.5008921,575,57.09147826,51.28521739,95.07652174,.,.
2023,2,North East and Yorkshire,Y63,North East and Yorkshire,117,454,23,52,.,.,1383,1458,667,84.7155922,76.69715142,133.6101949,.,.,.,.,.,.,1329,37,440,10,49,.,.,.,.,.,.,103,91,134.8791209,196.3230769,720,86.10861111,33.55972222,232.1569444,85,54.81764706,48.17647059,89,.,.
2023,2,North West,Y62,North West,82,284,30,58,.,.,886,915,487,77.4,71,117,.,.,.,.,.,.,1057,22,278,14,54,.,.,.,.,.,.,149,122,150.7704918,196.8,581,64.8,28,161,72,53.4,53.5,75,.,.
2023,2,Midlands,Y60,Midlands,137,531,25,63,.,.,2213,2260,857,98.56604434,83.72345391,153.4469078,.,.,.,.,.,.,1499,32,526,10,62,.,.,.,.,.,.,233,170,141.8882353,198.8682353,916,101.8251092,48.01091703,262.2445415,95,69.61157895,60.68421053,117.2736842,.,.
2023,2,East of England,Y61,East of England,77,277,23,38,.,.,410,415,509,97,83,152,.,.,.,.,.,.,928,28,273,16,38,.,.,.,.,.,.,110,88,155.3522727,204.3,511,79.6,36,237,79,59.9,52,110,.,.
2023,2,London,Y56,London,101,359,31,54,.,.,1010,1053,363,83.2,75,128,.,.,.,.,.,.,982,33,354,19,52,.,.,.,.,.,.,86,71,135.7183099,178,560,66.5,28.5,168,93,49.7,47,79,.,.
2023,2,South East,Y59,South East,133,466,37,74,.,.,1493,1530,686,89.49708455,77.13265306,136.5801749,.,.,.,.,.,.,1141,44,459,15,72,.,.,.,.,.,.,185,162,150.1604938,223.4209877,694,66.2315562,31.50144092,160.4106628,108,55.83055556,48.06481481,100.2592593,.,.
2023,2,South West,Y58,South West,72,249,25,45,.,.,775,785,504,110.5,90,183,.,.,.,.,.,.,746,26,245,13,45,.,.,.,.,.,.,113,94,141.0319149,200,502,74,24,232,43,54.1,49,86,.,.
2023,2,Y59,R1F,ISLE OF WIGHT NHS TRUST,6,10,1,1,.,.,41,42,15,78,64,98,.,.,.,.,.,.,27,4,10,1,1,.,.,.,.,.,.,3,2,167.5,187.1,14,18.1,14,43,5,26,24,46,.,.
2023,2,Y56,RRU,LONDON AMBULANCE SERVICE NHS TRUST,101,359,31,54,.,.,1010,1053,363,83.2,75,128,.,.,.,.,.,.,982,33,354,19,52,.,.,.,.,.,.,86,71,135.7183099,178,560,66.5,28.5,168,93,49.7,47,79,.,.
2023,2,Y63,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,52,189,10,20,.,.,373,378,257,84.9,81,129,.,.,.,.,.,.,496,18,187,4,19,.,.,.,.,.,.,34,29,117.3793103,147.2,251,68,29,182,45,56.7,47,101,.,.
2023,2,Y62,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,82,284,30,58,.,.,886,915,487,77.4,71,117,.,.,.,.,.,.,1057,22,278,14,54,.,.,.,.,.,.,149,122,150.7704918,196.8,581,64.8,28,161,72,53.4,53.5,75,.,.
2023,2,Y63,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,65,265,13,32,.,.,1010,1080,410,84.6,74,136.5,.,.,.,.,.,.,833,19,253,6,30,.,.,.,.,.,.,69,62,143.0645161,219.3,469,95.8,36,259,40,52.7,49.5,75.5,.,.
2023,2,Y60,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,68,221,12,26,.,.,747,765,389,104.3,87,160,.,.,.,.,.,.,645,20,217,5,25,.,.,.,.,.,.,126,72,156.5972222,222.1,402,99.3,52.5,260,44,65.8,58,106,.,.
2023,2,Y60,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,69,310,13,37,.,.,1466,1495,468,93.8,81,148,.,.,.,.,.,.,854,12,309,5,37,.,.,.,.,.,.,107,98,131.0816327,181.8,514,103.8,44.5,264,51,72.9,63,127,.,.
2023,2,Y61,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,77,277,23,38,.,.,410,415,509,97,83,152,.,.,.,.,.,.,928,28,273,16,38,.,.,.,.,.,.,110,88,155.3522727,204.3,511,79.6,36,237,79,59.9,52,110,.,.
2023,2,Y59,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,77,249,25,50,.,.,949,972,385,89.2,77,140,.,.,.,.,.,.,735,25,243,11,48,.,.,.,.,.,.,83,75,150.48,219.2,387,57.7,31,115,46,57.5,52,104,.,.
2023,2,Y59,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,50,207,11,23,.,.,503,516,286,90.5,78,134,.,.,.,.,.,.,379,15,206,3,23,.,.,.,.,.,.,99,85,149.4705882,228,293,79.8,33,226,57,57.1,47,102,.,.
2023,2,Y58,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,72,249,25,45,.,.,775,785,504,110.5,90,183,.,.,.,.,.,.,746,26,245,13,45,.,.,.,.,.,.,113,94,141.0319149,200,502,74,24,232,43,54.1,49,86,.,.
2023,3,ENG,ENG,ENGLAND,822,2942,198,402,.,.,.,.,4241,98.82051403,82.9530771,159.1603395,.,.,.,.,.,.,8599,243,2902,104,393,.,.,.,.,.,.,1118,928,154.5765086,214.4918103,4930,81.21851927,33.03610548,219.3054767,635,59.42377953,52.89448819,99.91653543,.,.
2023,3,North East and Yorkshire,Y63,North East and Yorkshire,137,507,31,55,.,.,.,.,752,88.2787234,78.09042553,139.2765957,.,.,.,.,.,.,1541,43,491,16,51,.,.,.,.,.,.,151,136,149.4338235,197.4779412,777,85.53886744,32.87644788,243.1518662,127,58.34330709,49.40944882,101.0472441,.,.
2023,3,North West,Y62,North West,113,384,22,61,.,.,.,.,581,87.9,76,135,.,.,.,.,.,.,1215,33,377,16,60,.,.,.,.,.,.,155,129,153.5503876,214.4,681,70.1,31,169,80,56.6,55,87,.,.
2023,3,Midlands,Y60,Midlands,167,617,27,65,.,.,.,.,961,102.1813736,84.49635796,170.1134235,.,.,.,.,.,.,1632,39,612,7,63,.,.,.,.,.,.,289,215,148.3906977,217.1330233,979,100.045046,40.86312564,275.3554648,94,65.7893617,56.82978723,102.4148936,.,.
2023,3,East of England,Y61,East of England,104,339,31,64,.,.,.,.,541,105.8,88,177,.,.,.,.,.,.,1045,31,337,20,64,.,.,.,.,.,.,102,90,164.0222222,208.4,535,94.7,38,264,78,61,53,105,.,.
2023,3,London,Y56,London,96,369,29,54,.,.,.,.,376,93.8,84,147,.,.,.,.,.,.,1055,34,362,19,53,.,.,.,.,.,.,91,81,179.8518519,219,620,75.3,31,201.5,85,53.1,44,103,.,.
2023,3,South East,Y59,South East,127,456,36,67,.,.,.,.,463,99.14578834,78.54643629,155.2008639,.,.,.,.,.,.,1232,27,450,11,66,.,.,.,.,.,.,216,185,139.0216216,192.8043243,776,66.16765464,30.58118557,164.8079897,97,61.06185567,57.62886598,107.443299,.,.
2023,3,South West,Y58,South West,78,270,22,36,.,.,.,.,567,114.7,92,186,.,.,.,.,.,.,879,36,273,15,36,.,.,.,.,.,.,114,92,177.8586957,279.2,562,70.4,23,202,74,59.7,55.5,90,.,.
2023,3,Y59,R1F,ISLE OF WIGHT NHS TRUST,5,15,1,4,.,.,.,.,20,91.3,68.5,137.5,.,.,.,.,.,.,43,1,15,0,4,.,.,.,.,.,.,4,3,155,163.8,18,28.8,20,60,.,.,.,.,.,.
2023,3,Y56,RRU,LONDON AMBULANCE SERVICE NHS TRUST,96,369,29,54,.,.,.,.,376,93.8,84,147,.,.,.,.,.,.,1055,34,362,19,53,.,.,.,.,.,.,91,81,179.8518519,219,620,75.3,31,201.5,85,53.1,44,103,.,.
2023,3,Y63,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,56,183,17,22,.,.,.,.,296,88.4,79,132,.,.,.,.,.,.,523,16,183,8,22,.,.,.,.,.,.,50,45,146.8,194.4,275,76.3,29,227,50,56.1,48.5,96.5,.,.
2023,3,Y62,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,113,384,22,61,.,.,.,.,581,87.9,76,135,.,.,.,.,.,.,1215,33,377,16,60,.,.,.,.,.,.,155,129,153.5503876,214.4,681,70.1,31,169,80,56.6,55,87,.,.
2023,3,Y63,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,81,324,14,33,.,.,.,.,456,88.2,77.5,144,.,.,.,.,.,.,1018,27,308,8,29,.,.,.,.,.,.,101,91,150.7362637,199,502,90.6,35,252,77,59.8,50,104,.,.
2023,3,Y60,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,69,274,12,29,.,.,.,.,448,108,88.5,192,.,.,.,.,.,.,735,17,272,3,27,.,.,.,.,.,.,148,96,153.5520833,223,456,97,43,262,55,67.2,56,102,.,.
2023,3,Y60,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,98,343,15,36,.,.,.,.,513,97.1,81,151,.,.,.,.,.,.,897,22,340,4,36,.,.,.,.,.,.,141,119,144.2268908,212.4,523,102.7,39,287,39,63.8,58,103,.,.
2023,3,Y61,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,104,339,31,64,.,.,.,.,541,105.8,88,177,.,.,.,.,.,.,1045,31,337,20,64,.,.,.,.,.,.,102,90,164.0222222,208.4,535,94.7,38,264,78,61,53,105,.,.
